5.176452744335956480e-01,7.060296394602965098e-01,4.871475969286187535e-01,4.885265585995501869e-02,nan,nan,-2.393591809650206237e-01,nan,-2.426846146554175743e-01,nan,-1.805618226056182607e-01
5.183505106858778966e-01,nan,8.763844714415657267e-01,nan,5.677772563741596556e-01,nan,3.235158825335583410e-01,1.720747808656475364e-02,nan,-6.728308161125307052e-02,-8.164601328999898655e-02
9.631253298926749640e-01,5.340009383613865124e-01,8.423797235743749612e-01,7.457822610599573743e-01,5.019158211639591638e-01,6.445858502922630073e-02,-7.012785173890101476e-02,nan,-3.753445545715792253e-01,nan,-2.482698961937714888e-01
