nan,nan,-1.905799379804817839e-01,2.232949256197214183e-03,1.881225841054947612e-01,nan,1.019795693157506955e-01
-1.121307958349516687e-01,-8.449080495909555566e-02,9.950495354701083262e-02,nan,7.822103854950768209e-02,nan,5.842287940717716399e-02
-3.824236931821685115e-01,4.154950156281786988e-01,2.183210342340342613e-01,2.200533885713933380e-01,2.158451854728834496e-01,1.717792696985950274e-01,1.415894505169320583e-01
1.294580381857749485e-01,5.957030214479031027e-01,5.301953676475119615e-01,nan,2.188154641908178766e-01,nan,1.702996788054769173e-01
